ModuleName,Layer,TargetSkill,PrimaryAliases,ExcludeTerms,RelativeBuildCsPath
AssetDefinition,Editor,unreal-testing-debugging,assetdefinition|asset|cook|package,email|translation|copywriting,Editor\AssetDefinition\AssetDefinition.Build.cs
AssetTagsEditor,Editor,unreal-testing-debugging,assettagseditor|asset|cook|package,email|translation|copywriting,Editor\AssetTagsEditor\AssetTagsEditor.Build.cs
AudioEditor,Editor,unreal-cpp-foundations,audioeditor|audio|sound|metasound,email|translation|copywriting,Editor\AudioEditor\AudioEditor.Build.cs
BehaviorTreeEditor,Editor,unreal-cpp-foundations,behaviortreeeditor|ai|nav|mass,email|translation|copywriting,Editor\BehaviorTreeEditor\BehaviorTreeEditor.Build.cs
BlueprintEditorLibrary,Editor,unreal-module-build,blueprinteditorlibrary|unreal|module|blueprint,email|translation|copywriting,Editor\BlueprintEditorLibrary\BlueprintEditorLibrary.Build.cs
BlueprintGraph,Editor,unreal-module-build,blueprintgraph|unreal|module|blueprint,email|translation|copywriting,Editor\BlueprintGraph\BlueprintGraph.Build.cs
Blutility,Editor,unreal-module-build,blutility|unreal|module,email|translation|copywriting,Editor\Blutility\Blutility.Build.cs
ClassViewer,Editor,unreal-module-build,classviewer|unreal|module|class,email|translation|copywriting,Editor\ClassViewer\ClassViewer.Build.cs
ClothingSystemEditor,Editor,unreal-module-build,clothingsystemeditor|unreal|module|clothing,email|translation|copywriting,Editor\ClothingSystemEditor\ClothingSystemEditor.Build.cs
ClothingSystemEditorInterface,Editor,unreal-module-build,clothingsystemeditorinterface|unreal|module|clothing,email|translation|copywriting,Editor\ClothingSystemEditorInterface\ClothingSystemEditorInterface.Build.cs
ClothPainter,Editor,unreal-physics-collision,clothpainter|physics|chaos|collision,email|translation|copywriting,Editor\ClothPainter\ClothPainter.Build.cs
CommonMenuExtensions,Editor,unreal-module-build,commonmenuextensions|unreal|module|common,email|translation|copywriting,Editor\CommonMenuExtensions\CommonMenuExtensions.Build.cs
ComponentVisualizers,Editor,unreal-module-build,componentvisualizers|unreal|module|component,email|translation|copywriting,Editor\ComponentVisualizers\ComponentVisualizers.Build.cs
ConfigEditor,Editor,unreal-module-build,configeditor|unreal|module|config,email|translation|copywriting,Editor\ConfigEditor\ConfigEditor.Build.cs
ContentBrowser,Editor,unreal-module-build,contentbrowser|unreal|module|content,email|translation|copywriting,Editor\ContentBrowser\ContentBrowser.Build.cs
ContentBrowserData,Editor,unreal-module-build,contentbrowserdata|unreal|module|content,email|translation|copywriting,Editor\ContentBrowserData\ContentBrowserData.Build.cs
CSVtoSVG,Editor,unreal-module-build,csvtosvg|unreal|module|csvto,email|translation|copywriting,Editor\CSVtoSVG\CSVtoSVG.Build.cs
CurveAssetEditor,Editor,unreal-testing-debugging,curveasseteditor|asset|cook|package,email|translation|copywriting,Editor\CurveAssetEditor\CurveAssetEditor.Build.cs
CurveEditor,Editor,unreal-module-build,curveeditor|unreal|module|curve,email|translation|copywriting,Editor\CurveEditor\CurveEditor.Build.cs
CurveTableEditor,Editor,unreal-module-build,curvetableeditor|unreal|module|curve,email|translation|copywriting,Editor\CurveTableEditor\CurveTableEditor.Build.cs
DataHierarchyEditor,Editor,unreal-module-build,datahierarchyeditor|unreal|module|data,email|translation|copywriting,Editor\DataHierarchyEditor\DataHierarchyEditor.Build.cs
DataLayerEditor,Editor,unreal-module-build,datalayereditor|unreal|module|data,email|translation|copywriting,Editor\DataLayerEditor\DataLayerEditor.Build.cs
DataTableEditor,Editor,unreal-module-build,datatableeditor|unreal|module|data,email|translation|copywriting,Editor\DataTableEditor\DataTableEditor.Build.cs
DerivedDataEditor,Editor,unreal-module-build,deriveddataeditor|unreal|module|derived,email|translation|copywriting,Editor\DerivedDataEditor\DerivedDataEditor.Build.cs
DerivedDataWidgets,Editor,unreal-module-build,deriveddatawidgets|unreal|module|derived,email|translation|copywriting,Editor\DerivedDataWidgets\DerivedDataWidgets.Build.cs
DetailCustomizations,Editor,unreal-module-build,detailcustomizations|unreal|module|detail,email|translation|copywriting,Editor\DetailCustomizations\DetailCustomizations.Build.cs
DeviceProfileEditor,Editor,unreal-module-build,deviceprofileeditor|unreal|module|device,email|translation|copywriting,Editor\DeviceProfileEditor\DeviceProfileEditor.Build.cs
DeviceProfileServices,Editor,unreal-module-build,deviceprofileservices|unreal|module|device,email|translation|copywriting,Editor\DeviceProfileServices\DeviceProfileServices.Build.cs
DistCurveEditor,Editor,unreal-module-build,distcurveeditor|unreal|module|dist,email|translation|copywriting,Editor\DistCurveEditor\DistCurveEditor.Build.cs
Documentation,Editor,unreal-module-build,documentation|unreal|module,email|translation|copywriting,Editor\Documentation\Documentation.Build.cs
EditorConfig,Editor,unreal-module-build,editorconfig|unreal|module|config,email|translation|copywriting,Editor\EditorConfig\EditorConfig.Build.cs
EditorFramework,Editor,unreal-module-build,editorframework|unreal|module|framework,email|translation|copywriting,Editor\EditorFramework\EditorFramework.Build.cs
EditorInteractiveToolsFramework,Editor,unreal-module-build,editorinteractivetoolsframework|unreal|module|interactive,email|translation|copywriting,Editor\Experimental\EditorInteractiveToolsFramework\EditorInteractiveToolsFramework.Build.cs
EditorSettingsViewer,Editor,unreal-module-build,editorsettingsviewer|unreal|module|settings,email|translation|copywriting,Editor\EditorSettingsViewer\EditorSettingsViewer.Build.cs
EditorStyle,Editor,unreal-module-build,editorstyle|unreal|module|style,email|translation|copywriting,Editor\EditorStyle\EditorStyle.Build.cs
EditorSubsystem,Editor,unreal-module-build,editorsubsystem|unreal|module|subsystem,email|translation|copywriting,Editor\EditorSubsystem\EditorSubsystem.Build.cs
EditorWidgets,Editor,unreal-module-build,editorwidgets|unreal|module|widgets,email|translation|copywriting,Editor\EditorWidgets\EditorWidgets.Build.cs
EnvironmentLightingViewer,Editor,unreal-module-build,environmentlightingviewer|unreal|module|environment,email|translation|copywriting,Editor\EnvironmentLightingViewer\EnvironmentLightingViewer.Build.cs
FoliageEdit,Editor,unreal-module-build,foliageedit|unreal|module|foliage,email|translation|copywriting,Editor\FoliageEdit\FoliageEdit.build.cs
FontEditor,Editor,unreal-module-build,fonteditor|unreal|module|font,email|translation|copywriting,Editor\FontEditor\FontEditor.Build.cs
GameplayDebuggerEditor,Editor,unreal-cpp-foundations,gameplaydebuggereditor|gameplay|ability|input,email|translation|copywriting,Editor\GameplayDebugger\GameplayDebuggerEditor.Build.cs
GameplayTasksEditor,Editor,unreal-cpp-foundations,gameplaytaskseditor|gameplay|ability|input,email|translation|copywriting,Editor\GameplayTasksEditor\GameplayTasksEditor.Build.cs
GameProjectGeneration,Editor,unreal-module-build,gameprojectgeneration|unreal|module|game,email|translation|copywriting,Editor\GameProjectGeneration\GameProjectGeneration.Build.cs
GraphEditor,Editor,unreal-module-build,grapheditor|unreal|module|graph,email|translation|copywriting,Editor\GraphEditor\GraphEditor.Build.cs
HardwareTargeting,Editor,unreal-module-build,hardwaretargeting|unreal|module|hardware,email|translation|copywriting,Editor\HardwareTargeting\HardwareTargeting.Build.cs
HierarchicalLODOutliner,Editor,unreal-module-build,hierarchicallodoutliner|unreal|module|hierarchical,email|translation|copywriting,Editor\HierarchicalLODOutliner\HierarchicalLODOutliner.Build.cs
InputBindingEditor,Editor,unreal-cpp-foundations,inputbindingeditor|gameplay|ability|input,email|translation|copywriting,Editor\InputBindingEditor\InputBindingEditor.Build.cs
InternationalizationSettings,Editor,unreal-module-build,internationalizationsettings|unreal|module|internationalization,email|translation|copywriting,Editor\InternationalizationSettings\InternationalizationSettings.Build.cs
Kismet,Editor,unreal-module-build,kismet|unreal|module,email|translation|copywriting,Editor\Kismet\Kismet.Build.cs
KismetCompiler,Editor,unreal-module-build,kismetcompiler|unreal|module|kismet,email|translation|copywriting,Editor\KismetCompiler\KismetCompiler.Build.cs
KismetWidgets,Editor,unreal-module-build,kismetwidgets|unreal|module|kismet,email|translation|copywriting,Editor\KismetWidgets\KismetWidgets.Build.cs
LandscapeEditor,Editor,unreal-module-build,landscapeeditor|unreal|module|landscape,email|translation|copywriting,Editor\LandscapeEditor\LandscapeEditor.Build.cs
LandscapeEditorUtilities,Editor,unreal-module-build,landscapeeditorutilities|unreal|module|landscape,email|translation|copywriting,Editor\LandscapeEditorUtilities\LandscapeEditorUtilities.Build.cs
Layers,Editor,unreal-module-build,layers|unreal|module,email|translation|copywriting,Editor\Layers\Layers.Build.cs
LevelEditor,Editor,unreal-module-build,leveleditor|unreal|module|level,email|translation|copywriting,Editor\LevelEditor\LevelEditor.Build.cs
LevelInstanceEditor,Editor,unreal-module-build,levelinstanceeditor|unreal|module|level,email|translation|copywriting,Editor\LevelInstanceEditor\LevelInstanceEditor.Build.cs
LocalizationCommandletExecution,Editor,unreal-module-build,localizationcommandletexecution|unreal|module|localization,email|translation|copywriting,Editor\LocalizationCommandletExecution\LocalizationCommandletExecution.Build.cs
LocalizationDashboard,Editor,unreal-module-build,localizationdashboard|unreal|module|localization,email|translation|copywriting,Editor\LocalizationDashboard\LocalizationDashboard.Build.cs
MainFrame,Editor,unreal-module-build,mainframe|unreal|module|main,email|translation|copywriting,Editor\MainFrame\MainFrame.Build.cs
MassEntityDebugger,Editor,unreal-cpp-foundations,massentitydebugger|ai|nav|mass,email|translation|copywriting,Editor\MassEntityDebugger\MassEntityDebugger.Build.cs
MassEntityEditor,Editor,unreal-cpp-foundations,massentityeditor|ai|nav|mass,email|translation|copywriting,Editor\MassEntityEditor\MassEntityEditor.Build.cs
MaterialEditor,Editor,unreal-testing-debugging,materialeditor|render|shader|rhi,email|translation|copywriting,Editor\MaterialEditor\MaterialEditor.Build.cs
MergeActors,Editor,unreal-module-build,mergeactors|unreal|module|merge,email|translation|copywriting,Editor\MergeActors\MergeActors.Build.cs
MeshPaint,Editor,unreal-module-build,meshpaint|unreal|module|mesh,email|translation|copywriting,Editor\MeshPaint\MeshPaint.Build.cs
MovieSceneCaptureDialog,Editor,unreal-cpp-foundations,moviescenecapturedialog|media|movie|video,email|translation|copywriting,Editor\MovieSceneCaptureDialog\MovieSceneCaptureDialog.Build.cs
MovieSceneTools,Editor,unreal-cpp-foundations,moviescenetools|media|movie|video,email|translation|copywriting,Editor\MovieSceneTools\MovieSceneTools.Build.cs
NewLevelDialog,Editor,unreal-module-build,newleveldialog|unreal|module|new,email|translation|copywriting,Editor\NewLevelDialog\NewLevelDialog.Build.cs
NNEEditor,Editor,unreal-module-build,nneeditor|unreal|module,email|translation|copywriting,Editor\NNEEditor\NNEEditor.Build.cs
OverlayEditor,Editor,unreal-module-build,overlayeditor|unreal|module|overlay,email|translation|copywriting,Editor\OverlayEditor\OverlayEditor.Build.cs
PackagesDialog,Editor,unreal-module-build,packagesdialog|unreal|module|packages,email|translation|copywriting,Editor\PackagesDialog\PackagesDialog.Build.cs
Persona,Editor,unreal-module-build,persona|unreal|module,email|translation|copywriting,Editor\Persona\Persona.Build.cs
PhysicsAssetEditor,Editor,unreal-physics-collision,physicsasseteditor|physics|chaos|collision,email|translation|copywriting,Editor\PhysicsAssetEditor\PhysicsAssetEditor.Build.cs
PIEPreviewDeviceProfileSelector,Editor,unreal-module-build,piepreviewdeviceprofileselector|unreal|module|piepreview,email|translation|copywriting,Editor\PIEPreviewDeviceProfileSelector\PIEPreviewDeviceProfileSelector.Build.cs
PIEPreviewDeviceSpecification,Editor,unreal-module-build,piepreviewdevicespecification|unreal|module|piepreview,email|translation|copywriting,Editor\PIEPreviewDeviceSpecification\PIEPreviewDeviceSpecification.Build.cs
PinnedCommandList,Editor,unreal-module-build,pinnedcommandlist|unreal|module|pinned,email|translation|copywriting,Editor\PinnedCommandList\PinnedCommandList.Build.cs
PixelInspectorModule,Editor,unreal-module-build,pixelinspectormodule|unreal|module|pixel,email|translation|copywriting,Editor\PixelInspector\PixelInspectorModule.Build.cs
PlacementMode,Editor,unreal-module-build,placementmode|unreal|module|placement,email|translation|copywriting,Editor\PlacementMode\PlacementMode.Build.cs
PListEditor,Editor,unreal-module-build,plisteditor|unreal|module|plist,email|translation|copywriting,Editor\PListEditor\PListEditor.Build.cs
PluginWarden,Editor,unreal-module-build,pluginwarden|unreal|module|plugin,email|translation|copywriting,Editor\PluginWarden\PluginWarden.Build.cs
ProjectSettingsViewer,Editor,unreal-module-build,projectsettingsviewer|unreal|module|project,email|translation|copywriting,Editor\ProjectSettingsViewer\ProjectSettingsViewer.Build.cs
ProjectTargetPlatformEditor,Editor,unreal-module-build,projecttargetplatformeditor|unreal|module|project,email|translation|copywriting,Editor\ProjectTargetPlatformEditor\ProjectTargetPlatformEditor.Build.cs
PropertyEditor,Editor,unreal-module-build,propertyeditor|unreal|module|property,email|translation|copywriting,Editor\PropertyEditor\PropertyEditor.Build.cs
RenderResourceViewer,Editor,unreal-testing-debugging,renderresourceviewer|render|shader|rhi,email|translation|copywriting,Editor\RenderResourceViewer\RenderResourceViewer.Build.cs
RewindDebuggerInterface,Editor,unreal-module-build,rewinddebuggerinterface|unreal|module|rewind,email|translation|copywriting,Editor\RewindDebuggerInterface\RewindDebuggerInterface.Build.cs
SceneDepthPickerMode,Editor,unreal-module-build,scenedepthpickermode|unreal|module|scene,email|translation|copywriting,Editor\SceneDepthPickerMode\SceneDepthPickerMode.Build.cs
SceneOutliner,Editor,unreal-module-build,sceneoutliner|unreal|module|scene,email|translation|copywriting,Editor\SceneOutliner\SceneOutliner.Build.cs
ScriptableEditorWidgets,Editor,unreal-module-build,scriptableeditorwidgets|unreal|module|scriptable,email|translation|copywriting,Editor\ScriptableEditorWidgets\ScriptableEditorWidgets.Build.cs
Sequencer,Editor,unreal-module-build,sequencer|unreal|module,email|translation|copywriting,Editor\Sequencer\Sequencer.Build.cs
SequencerCore,Editor,unreal-module-build,sequencercore|core|engine|uobject,email|translation|copywriting,Editor\SequencerCore\SequencerCore.Build.cs
SequenceRecorder,Editor,unreal-module-build,sequencerecorder|unreal|module|sequence,email|translation|copywriting,Editor\SequenceRecorder\SequenceRecorder.Build.cs
SequenceRecorderSections,Editor,unreal-module-build,sequencerecordersections|unreal|module|sequence,email|translation|copywriting,Editor\SequenceRecorderSections\SequenceRecorderSections.Build.cs
SequencerWidgets,Editor,unreal-module-build,sequencerwidgets|unreal|module|sequencer,email|translation|copywriting,Editor\SequencerWidgets\SequencerWidgets.Build.cs
SerializedRecorderInterface,Editor,unreal-module-build,serializedrecorderinterface|unreal|module|serialized,email|translation|copywriting,Editor\SerializedRecorderInterface\SerializedRecorderInterface.Build.cs
SkeletalMeshEditor,Editor,unreal-cpp-foundations,skeletalmesheditor|animation|skeletal|rig,email|translation|copywriting,Editor\SkeletalMeshEditor\SkeletalMeshEditor.Build.cs
SkeletonEditor,Editor,unreal-module-build,skeletoneditor|unreal|module|skeleton,email|translation|copywriting,Editor\SkeletonEditor\SkeletonEditor.Build.cs
SourceControlWindowExtender,Editor,unreal-module-build,sourcecontrolwindowextender|unreal|module|control,email|translation|copywriting,Editor\SourceControlWindowExtender\SourceControlWindowExtender.Build.cs
SourceControlWindows,Editor,unreal-module-build,sourcecontrolwindows|unreal|module|control,email|translation|copywriting,Editor\SourceControlWindows\SourceControlWindows.Build.cs
SparseVolumeTexture,Editor,unreal-module-build,sparsevolumetexture|unreal|module|sparse,email|translation|copywriting,Editor\SparseVolumeTexture\SparseVolumeTexture.Build.cs
StaticMeshEditor,Editor,unreal-module-build,staticmesheditor|unreal|module|static,email|translation|copywriting,Editor\StaticMeshEditor\StaticMeshEditor.Build.cs
StatsViewer,Editor,unreal-module-build,statsviewer|unreal|module|stats,email|translation|copywriting,Editor\StatsViewer\StatsViewer.Build.cs
StatusBar,Editor,unreal-module-build,statusbar|unreal|module|status,email|translation|copywriting,Editor\StatusBar\StatusBar.Build.cs
StorageServerWidgets,Editor,unreal-module-build,storageserverwidgets|unreal|module|storage,email|translation|copywriting,Editor\StorageServerWidgets\StorageServerWidgets.Build.cs
StringTableEditor,Editor,unreal-module-build,stringtableeditor|unreal|module|string,email|translation|copywriting,Editor\StringTableEditor\StringTableEditor.Build.cs
StructUtilsEditor,Editor,unreal-module-build,structutilseditor|unreal|module|struct,email|translation|copywriting,Editor\StructUtilsEditor\StructUtilsEditor.Build.cs
StructViewer,Editor,unreal-module-build,structviewer|unreal|module|struct,email|translation|copywriting,Editor\StructViewer\StructViewer.Build.cs
SubobjectDataInterface,Editor,unreal-module-build,subobjectdatainterface|unreal|module|subobject,email|translation|copywriting,Editor\SubobjectDataInterface\SubobjectDataInterface.Build.cs
SubobjectEditor,Editor,unreal-module-build,subobjecteditor|unreal|module|subobject,email|translation|copywriting,Editor\SubobjectEditor\SubobjectEditor.Build.cs
SVGDistanceField,Editor,unreal-module-build,svgdistancefield|unreal|module|svgdistance,email|translation|copywriting,Editor\SVGDistanceField\SVGDistanceField.Build.cs
SwarmInterface,Editor,unreal-module-build,swarminterface|unreal|module|swarm,email|translation|copywriting,Editor\SwarmInterface\SwarmInterface.Build.cs
TextureEditor,Editor,unreal-module-build,textureeditor|unreal|module|texture,email|translation|copywriting,Editor\TextureEditor\TextureEditor.Build.cs
ToolMenusEditor,Editor,unreal-module-build,toolmenuseditor|unreal|module|tool,email|translation|copywriting,Editor\ToolMenusEditor\ToolMenusEditor.Build.cs
TurnkeySupport,Editor,unreal-module-build,turnkeysupport|unreal|module|turnkey,email|translation|copywriting,Editor\TurnkeySupport\TurnkeySupport.Build.cs
UATHelper,Editor,unreal-module-build,uathelper|unreal|module,email|translation|copywriting,Editor\UATHelper\UATHelper.Build.cs
UMGEditor,Editor,unreal-module-build,umgeditor|unreal|module,email|translation|copywriting,Editor\UMGEditor\UMGEditor.Build.cs
UndoHistoryEditor,Editor,unreal-module-build,undohistoryeditor|unreal|module|undo,email|translation|copywriting,Editor\UndoHistoryEditor\UndoHistoryEditor.Build.cs
UniversalObjectLocatorEditor,Editor,unreal-module-build,universalobjectlocatoreditor|unreal|module|universal,email|translation|copywriting,Editor\UniversalObjectLocatorEditor\UniversalObjectLocatorEditor.Build.cs
UnrealEd,Editor,unreal-module-build,unrealed|unreal|module,email|translation|copywriting,Editor\UnrealEd\UnrealEd.Build.cs
UnrealEdMessages,Editor,unreal-module-build,unrealedmessages|unreal|module|messages,email|translation|copywriting,Editor\UnrealEdMessages\UnrealEdMessages.Build.cs
ViewportInteraction,Editor,unreal-module-build,viewportinteraction|unreal|module|viewport,email|translation|copywriting,Editor\ViewportInteraction\ViewportInteraction.Build.cs
ViewportSnapping,Editor,unreal-module-build,viewportsnapping|unreal|module|viewport,email|translation|copywriting,Editor\ViewportSnapping\ViewportSnapping.Build.cs
VirtualizationEditor,Editor,unreal-module-build,virtualizationeditor|unreal|module|virtualization,email|translation|copywriting,Editor\VirtualizationEditor\VirtualizationEditor.Build.cs
VirtualTexturingEditor,Editor,unreal-module-build,virtualtexturingeditor|unreal|module|virtual,email|translation|copywriting,Editor\VirtualTexturingEditor\VirtualTexturingEditor.Build.cs
VREditor,Editor,unreal-module-build,vreditor|unreal|module,email|translation|copywriting,Editor\VREditor\VREditor.Build.cs
WorkspaceMenuStructure,Editor,unreal-module-build,workspacemenustructure|unreal|module|workspace,email|translation|copywriting,Editor\WorkspaceMenuStructure\WorkspaceMenuStructure.Build.cs
WorldBookmark,Editor,unreal-module-build,worldbookmark|unreal|module|world,email|translation|copywriting,Editor\WorldBookmark\WorldBookmark.Build.cs
WorldBrowser,Editor,unreal-module-build,worldbrowser|unreal|module|world,email|translation|copywriting,Editor\WorldBrowser\WorldBrowser.Build.cs
WorldPartitionEditor,Editor,unreal-module-build,worldpartitioneditor|unreal|module|world,email|translation|copywriting,Editor\WorldPartitionEditor\WorldPartitionEditor.Build.cs
ZenEditor,Editor,unreal-module-build,zeneditor|unreal|module|zen,email|translation|copywriting,Editor\ZenEditor\ZenEditor.Build.cs
DotNetPerforceLib,Programs,unreal-testing-debugging,dotnetperforcelib|asset|cook|package,email|translation|copywriting,Programs\Shared\EpicGames.Perforce.Native\DotNetPerforceLib.Build.cs
LiveLinkHubLauncher,Programs,unreal-testing-debugging,livelinkhublauncher|asset|cook|package,email|translation|copywriting,Programs\LiveLinkHub\Source\LiveLinkHubLauncher\LiveLinkHubLauncher.Build.cs
AdpcmAudioDecoder,Runtime,unreal-cpp-foundations,adpcmaudiodecoder|audio|sound|metasound,email|translation|copywriting,Runtime\AdpcmAudioDecoder\Module\AdpcmAudioDecoder.Build.cs
AdvancedWidgets,Runtime,unreal-module-build,advancedwidgets|unreal|module|advanced,email|translation|copywriting,Runtime\AdvancedWidgets\AdvancedWidgets.Build.cs
Advertising,Runtime,unreal-module-build,advertising|unreal|module,email|translation|copywriting,Runtime\Advertising\Advertising\Advertising.Build.cs
AIModule,Runtime,unreal-cpp-foundations,aimodule|ai|nav|mass,email|translation|copywriting,Runtime\AIModule\AIModule.Build.cs
Analytics,Runtime,unreal-module-build,analytics|unreal|module,email|translation|copywriting,Runtime\Analytics\Analytics\Analytics.Build.cs
AnalyticsET,Runtime,unreal-module-build,analyticset|unreal|module|analytics,email|translation|copywriting,Runtime\Analytics\AnalyticsET\AnalyticsET.Build.cs
AnalyticsHorde,Runtime,unreal-module-build,analyticshorde|unreal|module|analytics,email|translation|copywriting,Runtime\Analytics\AnalyticsHorde\AnalyticsHorde.Build.cs
AnalyticsLog,Runtime,unreal-module-build,analyticslog|unreal|module|analytics,email|translation|copywriting,Runtime\Analytics\AnalyticsLog\AnalyticsLog.Build.cs
AnalyticsSwrve,Runtime,unreal-module-build,analyticsswrve|unreal|module|analytics,email|translation|copywriting,Runtime\Analytics\AnalyticsSwrve\AnalyticsSwrve.Build.cs
AnalyticsVisualEditing,Runtime,unreal-module-build,analyticsvisualediting|unreal|module|analytics,email|translation|copywriting,Runtime\Analytics\AnalyticsVisualEditing\AnalyticsVisualEditing.Build.cs
AndroidAdvertising,Runtime,unreal-module-build,androidadvertising|unreal|module|android,email|translation|copywriting,Runtime\Advertising\Android\AndroidAdvertising\AndroidAdvertising.Build.cs
AndroidLocalNotification,Runtime,unreal-module-build,androidlocalnotification|unreal|module|android,email|translation|copywriting,Runtime\Android\AndroidLocalNotification\AndroidLocalNotification.Build.cs
AndroidRuntimeSettings,Runtime,unreal-module-build,androidruntimesettings|unreal|module|android,email|translation|copywriting,Runtime\Android\AndroidRuntimeSettings\AndroidRuntimeSettings.Build.cs
AnimationCore,Runtime,unreal-module-build,animationcore|core|engine|uobject,email|translation|copywriting,Runtime\AnimationCore\AnimationCore.Build.cs
AnimGraphRuntime,Runtime,unreal-cpp-foundations,animgraphruntime|animation|skeletal|rig,email|translation|copywriting,Runtime\AnimGraphRuntime\AnimGraphRuntime.Build.cs
AppFramework,Runtime,unreal-module-build,appframework|unreal|module|app,email|translation|copywriting,Runtime\AppFramework\AppFramework.Build.cs
ApplicationCore,Runtime,unreal-module-build,applicationcore|core|engine|uobject,email|translation|copywriting,Runtime\ApplicationCore\ApplicationCore.Build.cs
AssetRegistry,Runtime,unreal-testing-debugging,assetregistry|asset|cook|package,email|translation|copywriting,Runtime\AssetRegistry\AssetRegistry.Build.cs
AudioAnalyzer,Runtime,unreal-cpp-foundations,audioanalyzer|audio|sound|metasound,email|translation|copywriting,Runtime\AudioAnalyzer\AudioAnalyzer.Build.cs
AudioCaptureAndroid,Runtime,unreal-cpp-foundations,audiocaptureandroid|audio|sound|metasound,email|translation|copywriting,Runtime\AudioCaptureImplementations\Android\AudioCaptureAndroid\AudioCaptureAndroid.Build.cs
AudioCaptureAudioUnit,Runtime,unreal-cpp-foundations,audiocaptureaudiounit|audio|sound|metasound,email|translation|copywriting,Runtime\AudioCaptureImplementations\IOS\AudioCaptureAudioUnit\AudioCaptureAudioUnit.Build.cs
AudioCaptureCore,Runtime,unreal-module-build,audiocapturecore|core|engine|uobject,email|translation|copywriting,Runtime\AudioCaptureCore\AudioCaptureCore.Build.cs
AudioCaptureRtAudio,Runtime,unreal-cpp-foundations,audiocapturertaudio|audio|sound|metasound,email|translation|copywriting,Runtime\AudioCaptureImplementations\AudioCaptureRtAudio\AudioCaptureRtAudio.Build.cs
AudioCaptureWasapi,Runtime,unreal-cpp-foundations,audiocapturewasapi|audio|sound|metasound,email|translation|copywriting,Runtime\AudioCaptureImplementations\Windows\AudioCaputureWasapi\AudioCaptureWasapi.Build.cs
AudioExtensions,Runtime,unreal-cpp-foundations,audioextensions|audio|sound|metasound,email|translation|copywriting,Runtime\AudioExtensions\AudioExtensions.Build.cs
AudioLinkCore,Runtime,unreal-module-build,audiolinkcore|core|engine|uobject,email|translation|copywriting,Runtime\AudioLink\AudioLinkCore\AudioLinkCore.Build.cs
AudioLinkEngine,Runtime,unreal-module-build,audiolinkengine|core|engine|uobject,email|translation|copywriting,Runtime\AudioLink\AudioLinkEngine\AudioLinkEngine.Build.cs
AudioMixer,Runtime,unreal-cpp-foundations,audiomixer|audio|sound|metasound,email|translation|copywriting,Runtime\AudioMixer\AudioMixer.Build.cs
AudioMixerAndroid,Runtime,unreal-cpp-foundations,audiomixerandroid|audio|sound|metasound,email|translation|copywriting,Runtime\Android\AudioMixerAndroid\AudioMixerAndroid.Build.cs
AudioMixerAudioUnit,Runtime,unreal-cpp-foundations,audiomixeraudiounit|audio|sound|metasound,email|translation|copywriting,Runtime\Apple\AudioMixerAudioUnit\AudioMixerAudioUnit.Build.cs
AudioMixerCore,Runtime,unreal-module-build,audiomixercore|core|engine|uobject,email|translation|copywriting,Runtime\AudioMixerCore\AudioMixerCore.Build.cs
AudioMixerCoreAudio,Runtime,unreal-module-build,audiomixercoreaudio|core|engine|uobject,email|translation|copywriting,Runtime\Apple\AudioMixerCoreAudio\AudioMixerCoreAudio.Build.cs
AudioMixerPlatformAudioLink,Runtime,unreal-cpp-foundations,audiomixerplatformaudiolink|audio|sound|metasound,email|translation|copywriting,Runtime\AudioLink\AudioMixerPlatformAudioLink\AudioMixerPlatformAudioLink.Build.cs
AudioMixerSDL,Runtime,unreal-cpp-foundations,audiomixersdl|audio|sound|metasound,email|translation|copywriting,Runtime\Linux\AudioMixerSDL\AudioMixerSDL.Build.cs
AudioMixerWasapi,Runtime,unreal-cpp-foundations,audiomixerwasapi|audio|sound|metasound,email|translation|copywriting,Runtime\Windows\AudioMixerWasapi\AudioMixerWasapi.Build.cs
AudioMixerXAudio2,Runtime,unreal-cpp-foundations,audiomixerxaudio2|audio|sound|metasound,email|translation|copywriting,Runtime\Windows\AudioMixerXAudio2\AudioMixerXAudio2.Build.cs
AudioPlatformConfiguration,Runtime,unreal-cpp-foundations,audioplatformconfiguration|audio|sound|metasound,email|translation|copywriting,Runtime\AudioPlatformConfiguration\AudioPlatformConfiguration.Build.cs
AudioPlatformSupportWasapi,Runtime,unreal-cpp-foundations,audioplatformsupportwasapi|audio|sound|metasound,email|translation|copywriting,Runtime\AudioPlatformSupport\Windows\WASAPI\AudioPlatformSupportWasapi.Build.cs
AugmentedReality,Runtime,unreal-module-build,augmentedreality|unreal|module|augmented,email|translation|copywriting,Runtime\AugmentedReality\AugmentedReality.build.cs
AutomationMessages,Runtime,unreal-module-build,automationmessages|unreal|module|automation,email|translation|copywriting,Runtime\AutomationMessages\AutomationMessages.Build.cs
AutomationTest,Runtime,unreal-module-build,automationtest|unreal|module|automation,email|translation|copywriting,Runtime\AutomationTest\AutomationTest.Build.cs
AutomationWorker,Runtime,unreal-module-build,automationworker|unreal|module|automation,email|translation|copywriting,Runtime\AutomationWorker\AutomationWorker.Build.cs
AutoRTFM,Runtime,unreal-module-build,autortfm|unreal|module|auto,email|translation|copywriting,Runtime\AutoRTFM\AutoRTFM.Build.cs
AVEncoder,Runtime,unreal-module-build,avencoder|unreal|module,email|translation|copywriting,Runtime\AVEncoder\AVEncoder.Build.cs
