ModuleName,Layer,TargetSkill,PrimaryAliases,ExcludeTerms,RelativeBuildCsPath
libWebSockets,ThirdParty,unreal-module-build,libwebsockets|unreal|module|lib,email|translation|copywriting,ThirdParty\libWebSockets\libWebSockets.Build.cs
libzip,ThirdParty,unreal-module-build,libzip|unreal|module,email|translation|copywriting,ThirdParty\libzip\libzip.Build.cs
MaterialX,ThirdParty,unreal-module-build,materialx|unreal|module|material,email|translation|copywriting,ThirdParty\MaterialX\MaterialX.Build.cs
MetalCPP,ThirdParty,unreal-module-build,metalcpp|unreal|module|metal,email|translation|copywriting,ThirdParty\MetalCPP\MetalCPP.Build.cs
MetalShaderConverter,ThirdParty,unreal-module-build,metalshaderconverter|unreal|module|metal,email|translation|copywriting,ThirdParty\Apple\MetalShaderConverter\MetalShaderConverter.build.cs
metis,ThirdParty,unreal-module-build,metis|unreal|module,email|translation|copywriting,ThirdParty\metis\metis.Build.cs
MikkTSpace,ThirdParty,unreal-module-build,mikktspace|unreal|module|mikk,email|translation|copywriting,ThirdParty\MikkTSpace\MikkTSpace.build.cs
mimalloc,ThirdParty,unreal-module-build,mimalloc|unreal|module,email|translation|copywriting,ThirdParty\mimalloc\mimalloc.Build.cs
MsQuic,ThirdParty,unreal-module-build,msquic|unreal|module|quic,email|translation|copywriting,ThirdParty\MsQuic\MsQuic.Build.cs
nanoflann,ThirdParty,unreal-module-build,nanoflann|unreal|module,email|translation|copywriting,ThirdParty\nanoflann\nanoflann.Build.cs
nanosvg,ThirdParty,unreal-module-build,nanosvg|unreal|module,email|translation|copywriting,ThirdParty\nanosvg\nanosvg.Build.cs
nghttp2,ThirdParty,unreal-module-build,nghttp2|unreal|module,email|translation|copywriting,ThirdParty\nghttp2\nghttp2.Build.cs
NVaftermath,ThirdParty,unreal-module-build,nvaftermath|unreal|module,email|translation|copywriting,ThirdParty\NVIDIA\NVaftermath\NVaftermath.Build.cs
NVAPI,ThirdParty,unreal-module-build,nvapi|unreal|module,email|translation|copywriting,ThirdParty\NVIDIA\nvapi\NVAPI.Build.cs
nvDecode,ThirdParty,unreal-module-build,nvdecode|unreal|module|decode,email|translation|copywriting,ThirdParty\NVIDIA\nvDecode\nvDecode.Build.cs
nvEncode,ThirdParty,unreal-module-build,nvencode|unreal|module|encode,email|translation|copywriting,ThirdParty\NVIDIA\nvEncode\nvEncode.Build.cs
NVML,ThirdParty,unreal-module-build,nvml|unreal|module,email|translation|copywriting,ThirdParty\NVIDIA\NVML\NVML.build.cs
nvTessLib,ThirdParty,unreal-module-build,nvtesslib|unreal|module|tess,email|translation|copywriting,ThirdParty\nvtesslib\nvTessLib.Build.cs
nvTextureTools,ThirdParty,unreal-module-build,nvtexturetools|unreal|module|texture,email|translation|copywriting,ThirdParty\nvTextureTools\nvTextureTools.Build.cs
nvTriStrip,ThirdParty,unreal-module-build,nvtristrip|unreal|module|tri,email|translation|copywriting,ThirdParty\nvTriStrip\nvTriStrip.Build.cs
OculusOpenXRLoader,ThirdParty,unreal-module-build,oculusopenxrloader|unreal|module|oculus,email|translation|copywriting,ThirdParty\Oculus\OculusOpenXRLoader\OculusOpenXRLoader.build.cs
OpenColorIOLib,ThirdParty,unreal-module-build,opencoloriolib|unreal|module|open,email|translation|copywriting,ThirdParty\OpenColorIO\OpenColorIOLib.Build.cs
OpenGL,ThirdParty,unreal-module-build,opengl|unreal|module|open,email|translation|copywriting,ThirdParty\OpenGL\OpenGL.Build.cs
OpenSSL,ThirdParty,unreal-module-build,openssl|unreal|module|open,email|translation|copywriting,ThirdParty\OpenSSL\OpenSSL.Build.cs
OpenSubdiv,ThirdParty,unreal-module-build,opensubdiv|unreal|module|open,email|translation|copywriting,ThirdParty\OpenSubdiv\OpenSubdiv.Build.cs
OpenVDB,ThirdParty,unreal-module-build,openvdb|unreal|module|open,email|translation|copywriting,ThirdParty\OpenVDB\OpenVDB.Build.cs
OpenXR,ThirdParty,unreal-module-build,openxr|unreal|module|open,email|translation|copywriting,ThirdParty\OpenXR\OpenXR.Build.cs
Perforce,ThirdParty,unreal-module-build,perforce|unreal|module,email|translation|copywriting,ThirdParty\Perforce\Perforce.Build.cs
PLCrashReporter,ThirdParty,unreal-module-build,plcrashreporter|unreal|module|plcrash,email|translation|copywriting,ThirdParty\PLCrashReporter\PLCrashReporter.Build.cs
portmidi,ThirdParty,unreal-module-build,portmidi|unreal|module,email|translation|copywriting,ThirdParty\portmidi\portmidi.Build.cs
ProResLib,ThirdParty,unreal-module-build,proreslib|unreal|module|pro,email|translation|copywriting,ThirdParty\Apple\ProResLib\ProResLib.Build.cs
Protobuf,ThirdParty,unreal-module-build,protobuf|unreal|module,email|translation|copywriting,ThirdParty\Protobuf\Protobuf.Build.cs
pugixml,ThirdParty,unreal-module-build,pugixml|unreal|module,email|translation|copywriting,ThirdParty\pugixml\pugixml.Build.cs
Python3,ThirdParty,unreal-module-build,python3|unreal|module,email|translation|copywriting,ThirdParty\Python3\Python3.Build.cs
RapidJSON,ThirdParty,unreal-module-build,rapidjson|unreal|module|rapid,email|translation|copywriting,ThirdParty\RapidJSON\RapidJSON.Build.cs
RenderDoc,ThirdParty,unreal-module-build,renderdoc|unreal|module|render,email|translation|copywriting,ThirdParty\RenderDoc\RenderDoc.Build.cs
RivermaxLib,ThirdParty,unreal-module-build,rivermaxlib|unreal|module|rivermax,email|translation|copywriting,ThirdParty\NVIDIA\Rivermax\RivermaxLib.build.cs
rpclib,ThirdParty,unreal-module-build,rpclib|unreal|module,email|translation|copywriting,ThirdParty\rpclib\rpclib.Build.cs
SDL2,ThirdParty,unreal-module-build,sdl2|unreal|module,email|translation|copywriting,ThirdParty\SDL2\SDL2.Build.cs
ShaderConductor,ThirdParty,unreal-module-build,shaderconductor|unreal|module|shader,email|translation|copywriting,ThirdParty\ShaderConductor\ShaderConductor.Build.cs
simde,ThirdParty,unreal-module-build,simde|unreal|module,email|translation|copywriting,ThirdParty\simde\simde.Build.cs
SnappyLib,ThirdParty,unreal-module-build,snappylib|unreal|module|snappy,email|translation|copywriting,ThirdParty\HAPMedia\SnappyLib\SnappyLib.Build.cs
SoundTouchZ,ThirdParty,unreal-module-build,soundtouchz|unreal|module|sound,email|translation|copywriting,ThirdParty\SoundTouchZ\SoundTouchZ.Build.cs
SpeedTree,ThirdParty,unreal-module-build,speedtree|unreal|module|speed,email|translation|copywriting,ThirdParty\SpeedTree\SpeedTree.Build.cs
SPIRVReflect,ThirdParty,unreal-module-build,spirvreflect|unreal|module,email|translation|copywriting,ThirdParty\SPIRV-Reflect\SPIRVReflect.Build.cs
stb_image_resize2,ThirdParty,unreal-module-build,stb_image_resize2|unreal|module|stb,email|translation|copywriting,ThirdParty\stb_image_resize\stb_image_resize2.Build.cs
Steamworks,ThirdParty,unreal-module-build,steamworks|unreal|module,email|translation|copywriting,ThirdParty\Steamworks\Steamworks.build.cs
SuperLuminal,ThirdParty,unreal-module-build,superluminal|unreal|module|super,email|translation|copywriting,ThirdParty\SuperLuminal\SuperLuminal.Build.cs
Swift,ThirdParty,unreal-module-build,swift|unreal|module,email|translation|copywriting,ThirdParty\Apple\Swift\Swift.Build.cs
TinyXML2,ThirdParty,unreal-module-build,tinyxml2|unreal|module|tiny,email|translation|copywriting,ThirdParty\TinyXML2\TinyXML2.Build.cs
UElibJPG,ThirdParty,unreal-module-build,uelibjpg|unreal|module|jpg,email|translation|copywriting,ThirdParty\libJPG\UElibJPG.Build.cs
UElibPNG,ThirdParty,unreal-module-build,uelibpng|unreal|module|png,email|translation|copywriting,ThirdParty\libPNG\UElibPNG.Build.cs
UElibSampleRate,ThirdParty,unreal-module-build,uelibsamplerate|unreal|module|sample,email|translation|copywriting,ThirdParty\libSampleRate\UElibSampleRate.Build.cs
UEOgg,ThirdParty,unreal-module-build,ueogg|unreal|module,email|translation|copywriting,ThirdParty\Ogg\UEOgg.Build.cs
UEOpenExr,ThirdParty,unreal-module-build,ueopenexr|unreal|module|ueopen,email|translation|copywriting,ThirdParty\openexr\UEOpenExr.Build.cs
VHACD,ThirdParty,unreal-module-build,vhacd|unreal|module,email|translation|copywriting,ThirdParty\VHACD\VHACD.Build.cs
VisualStudioDTE,ThirdParty,unreal-module-build,visualstudiodte|unreal|module|visual,email|translation|copywriting,ThirdParty\Windows\VisualStudioDTE\VisualStudioDTE.Build.cs
Vorbis,ThirdParty,unreal-module-build,vorbis|unreal|module,email|translation|copywriting,ThirdParty\Vorbis\Vorbis.Build.cs
VorbisFile,ThirdParty,unreal-module-build,vorbisfile|unreal|module|vorbis,email|translation|copywriting,ThirdParty\Vorbis\VorbisFile.Build.cs
VSPerfExternalProfiler,ThirdParty,unreal-module-build,vsperfexternalprofiler|unreal|module|vsperf,email|translation|copywriting,ThirdParty\VSPerfExternalProfiler\VSPerfExternalProfiler.Build.cs
Vulkan,ThirdParty,unreal-testing-debugging,vulkan|render|shader|rhi,email|translation|copywriting,ThirdParty\Vulkan\Vulkan.Build.cs
WebRTC,ThirdParty,unreal-module-build,webrtc|unreal|module|web,email|translation|copywriting,ThirdParty\WebRTC\WebRTC.Build.cs
WinHttp,ThirdParty,unreal-module-build,winhttp|unreal|module|win,email|translation|copywriting,ThirdParty\WinHttp\WinHttp.Build.cs
WinPixEventRuntime,ThirdParty,unreal-module-build,winpixeventruntime|unreal|module|pix,email|translation|copywriting,ThirdParty\Windows\PIX\WinPixEventRuntime.Build.cs
XAudio2_9,ThirdParty,unreal-module-build,xaudio2_9|unreal|module|xaudio2,email|translation|copywriting,ThirdParty\Windows\XAudio2_9\XAudio2_9.Build.cs
XInput,ThirdParty,unreal-module-build,xinput|unreal|module,email|translation|copywriting,ThirdParty\Windows\XInput\XInput.Build.cs
xxhash,ThirdParty,unreal-module-build,xxhash|unreal|module,email|translation|copywriting,ThirdParty\xxhash\xxhash.Build.cs
zlib,ThirdParty,unreal-module-build,zlib|unreal|module,email|translation|copywriting,ThirdParty\zlib\zlib.Build.cs
